id,id_index,kode_provinsi,nama_provinsi,periode_update,klinik,kategori,jumlah,satuan,tahun
943,1886943,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH UMUM,PEREMPUAN,67.0,PASIEN,2019
944,1887944,35,JAWA TIMUR,2019-01,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,8.0,PASIEN,2019
944,1888944,35,JAWA TIMUR,2019-01,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,8.0,PASIEN,2019
945,1889945,35,JAWA TIMUR,2019-01,THT-KL,LAKI LAKI,109.0,PASIEN,2019
945,1890945,35,JAWA TIMUR,2019-01,THT-KL,PEREMPUAN,104.0,PASIEN,2019
946,1891946,35,JAWA TIMUR,2019-01,VCT,LAKI LAKI,1.0,PASIEN,2019
946,1892946,35,JAWA TIMUR,2019-01,VCT,PEREMPUAN,0.0,PASIEN,2019
947,1893947,35,JAWA TIMUR,2019-01,ASIH,LAKI LAKI,1.0,PASIEN,2019
947,1894947,35,JAWA TIMUR,2019-01,ASIH,PEREMPUAN,46.0,PASIEN,2019
948,1895948,35,JAWA TIMUR,2019-01,EKSEKUTIF ENDOSKOPI,LAKI LAKI,3.0,PASIEN,2019
948,1896948,35,JAWA TIMUR,2019-01,EKSEKUTIF ENDOSKOPI,PEREMPUAN,11.0,PASIEN,2019
949,1897949,35,JAWA TIMUR,2019-01,ANAK,LAKI LAKI,91.0,PASIEN,2019
949,1898949,35,JAWA TIMUR,2019-01,ANAK,PEREMPUAN,69.0,PASIEN,2019
950,1899950,35,JAWA TIMUR,2019-01,BEDAH ORTHOPEDI,LAKI LAKI,234.0,PASIEN,2019
950,1900950,35,JAWA TIMUR,2019-01,BEDAH ORTHOPEDI,PEREMPUAN,214.0,PASIEN,2019
951,1901951,35,JAWA TIMUR,2019-01,EKSEKUTIF REHAB MEDIK,LAKI LAKI,20.0,PASIEN,2019
951,1902951,35,JAWA TIMUR,2019-01,EKSEKUTIF REHAB MEDIK,PEREMPUAN,26.0,PASIEN,2019
952,1903952,35,JAWA TIMUR,2019-01,EKSEKUTIF MATA,LAKI LAKI,52.0,PASIEN,2019
952,1904952,35,JAWA TIMUR,2019-01,EKSEKUTIF MATA,PEREMPUAN,65.0,PASIEN,2019
953,1905953,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH SARAF,LAKI LAKI,25.0,PASIEN,2019
953,1906953,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH SARAF,PEREMPUAN,27.0,PASIEN,2019
954,1907954,35,JAWA TIMUR,2019-01,TB MDR,LAKI LAKI,1.0,PASIEN,2019
954,1908954,35,JAWA TIMUR,2019-01,TB MDR,PEREMPUAN,0.0,PASIEN,2019
955,1909955,35,JAWA TIMUR,2019-01,MATA,LAKI LAKI,168.0,PASIEN,2019
955,1910955,35,JAWA TIMUR,2019-01,MATA,PEREMPUAN,209.0,PASIEN,2019
956,1911956,35,JAWA TIMUR,2019-01,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2019
956,1912956,35,JAWA TIMUR,2019-01,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,66.0,PASIEN,2019
957,1913957,35,JAWA TIMUR,2019-01,GIGI & MULUT,LAKI LAKI,48.0,PASIEN,2019
957,1914957,35,JAWA TIMUR,2019-01,GIGI & MULUT,PEREMPUAN,66.0,PASIEN,2019
958,1915958,35,JAWA TIMUR,2019-01,EKSEKUTIF ANAK,LAKI LAKI,8.0,PASIEN,2019
958,1916958,35,JAWA TIMUR,2019-01,EKSEKUTIF ANAK,PEREMPUAN,14.0,PASIEN,2019
959,1917959,35,JAWA TIMUR,2019-01,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,138.0,PASIEN,2019
959,1918959,35,JAWA TIMUR,2019-01,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,156.0,PASIEN,2019
960,1919960,35,JAWA TIMUR,2019-01,BEDAH UROLOGI,LAKI LAKI,271.0,PASIEN,2019
960,1920960,35,JAWA TIMUR,2019-01,BEDAH UROLOGI,PEREMPUAN,102.0,PASIEN,2019
961,1921961,35,JAWA TIMUR,2019-01,KULIT & KELAMIN,LAKI LAKI,74.0,PASIEN,2019
961,1922961,35,JAWA TIMUR,2019-01,KULIT & KELAMIN,PEREMPUAN,93.0,PASIEN,2019
962,1923962,35,JAWA TIMUR,2019-01,REHAB MEDIK,LAKI LAKI,161.0,PASIEN,2019
962,1924962,35,JAWA TIMUR,2019-01,REHAB MEDIK,PEREMPUAN,204.0,PASIEN,2019
963,1925963,35,JAWA TIMUR,2019-01,BEDAH SYARAF,LAKI LAKI,71.0,PASIEN,2019
963,1926963,35,JAWA TIMUR,2019-01,BEDAH SYARAF,PEREMPUAN,71.0,PASIEN,2019
964,1927964,35,JAWA TIMUR,2019-01,PSIKIATRI/JIWA,LAKI LAKI,27.0,PASIEN,2019
964,1928964,35,JAWA TIMUR,2019-01,PSIKIATRI/JIWA,PEREMPUAN,45.0,PASIEN,2019
965,1929965,35,JAWA TIMUR,2019-01,EKSEKUTIF SARAF,LAKI LAKI,58.0,PASIEN,2019
965,1930965,35,JAWA TIMUR,2019-01,EKSEKUTIF SARAF,PEREMPUAN,53.0,PASIEN,2019
966,1931966,35,JAWA TIMUR,2019-01,POLI SPESIALIS,LAKI LAKI,1.0,PASIEN,2019
966,1932966,35,JAWA TIMUR,2019-01,POLI SPESIALIS,PEREMPUAN,0.0,PASIEN,2019
967,1933967,35,JAWA TIMUR,2019-01,BEDAH UMUM,LAKI LAKI,105.0,PASIEN,2019
967,1934967,35,JAWA TIMUR,2019-01,BEDAH UMUM,PEREMPUAN,131.0,PASIEN,2019
968,1935968,35,JAWA TIMUR,2019-01,KEBIDANAN/KANDUNGAN,LAKI LAKI,3.0,PASIEN,2019
968,1936968,35,JAWA TIMUR,2019-01,KEBIDANAN/KANDUNGAN,PEREMPUAN,62.0,PASIEN,2019
969,1937969,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,72.0,PASIEN,2019
969,1938969,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,77.0,PASIEN,2019
970,1939970,35,JAWA TIMUR,2019-01,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2019
970,1940970,35,JAWA TIMUR,2019-01,KELUARGA BERENCANA,PEREMPUAN,12.0,PASIEN,2019
971,1941971,35,JAWA TIMUR,2019-01,JANTUNG,LAKI LAKI,271.0,PASIEN,2019
971,1942971,35,JAWA TIMUR,2019-01,JANTUNG,PEREMPUAN,271.0,PASIEN,2019
972,1943972,35,JAWA TIMUR,2019-01,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,2.0,PASIEN,2019
972,1944972,35,JAWA TIMUR,2019-01,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,4.0,PASIEN,2019
973,1945973,35,JAWA TIMUR,2019-01,GENERAL CHECKUP,LAKI LAKI,227.0,PASIEN,2019
973,1946973,35,JAWA TIMUR,2019-01,GENERAL CHECKUP,PEREMPUAN,271.0,PASIEN,2019
974,1947974,35,JAWA TIMUR,2019-01,SYARAF,LAKI LAKI,182.0,PASIEN,2019
974,1948974,35,JAWA TIMUR,2019-01,SYARAF,PEREMPUAN,224.0,PASIEN,2019
975,1949975,35,JAWA TIMUR,2019-01,PARU,LAKI LAKI,87.0,PASIEN,2019
975,1950975,35,JAWA TIMUR,2019-01,PARU,PEREMPUAN,82.0,PASIEN,2019
976,1951976,35,JAWA TIMUR,2019-01,EKSEKUTIF THT,LAKI LAKI,18.0,PASIEN,2019
976,1952976,35,JAWA TIMUR,2019-01,EKSEKUTIF THT,PEREMPUAN,19.0,PASIEN,2019
977,1953977,35,JAWA TIMUR,2019-01,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,35.0,PASIEN,2019
977,1954977,35,JAWA TIMUR,2019-01,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,38.0,PASIEN,2019
978,1955978,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,55.0,PASIEN,2019
978,1956978,35,JAWA TIMUR,2019-01,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,18.0,PASIEN,2019
979,1957979,35,JAWA TIMUR,2019-01,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2019
979,1958979,35,JAWA TIMUR,2019-01,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2019
980,1959980,35,JAWA TIMUR,2019-01,EKSEKUTIF JANTUNG,LAKI LAKI,101.0,PASIEN,2019
980,1960980,35,JAWA TIMUR,2019-01,EKSEKUTIF JANTUNG,PEREMPUAN,110.0,PASIEN,2019
981,1961981,35,JAWA TIMUR,2019-01,EKSEKUTIF PARU,LAKI LAKI,6.0,PASIEN,2019
981,1962981,35,JAWA TIMUR,2019-01,EKSEKUTIF PARU,PEREMPUAN,12.0,PASIEN,2019
982,1963982,35,JAWA TIMUR,2019-01,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,18.0,PASIEN,2019
982,1964982,35,JAWA TIMUR,2019-01,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,17.0,PASIEN,2019
983,1965983,35,JAWA TIMUR,2019-01,PALIATIF NYERI,LAKI LAKI,0.0,PASIEN,2019
983,1966983,35,JAWA TIMUR,2019-01,PALIATIF NYERI,PEREMPUAN,1.0,PASIEN,2019
984,1967984,35,JAWA TIMUR,2019-02,GIZI,LAKI LAKI,10.0,PASIEN,2019
984,1968984,35,JAWA TIMUR,2019-02,GIZI,PEREMPUAN,10.0,PASIEN,2019
985,1969985,35,JAWA TIMUR,2019-02,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,11.0,PASIEN,2019
985,1970985,35,JAWA TIMUR,2019-02,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,8.0,PASIEN,2019
986,1971986,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH UMUM,LAKI LAKI,48.0,PASIEN,2019
986,1972986,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH UMUM,PEREMPUAN,43.0,PASIEN,2019
987,1973987,35,JAWA TIMUR,2019-02,EKSEKUTIF PALIATIF NYERI,LAKI LAKI,12.0,PASIEN,2019
987,1974987,35,JAWA TIMUR,2019-02,EKSEKUTIF PALIATIF NYERI,PEREMPUAN,10.0,PASIEN,2019
988,1976988,35,JAWA TIMUR,2019-02,PALIATIF NYERI,PEREMPUAN,2.0,PASIEN,2019
988,1975988,35,JAWA TIMUR,2019-02,PALIATIF NYERI,LAKI LAKI,1.0,PASIEN,2019
989,1977989,35,JAWA TIMUR,2019-02,THT-KL,LAKI LAKI,121.0,PASIEN,2019
989,1978989,35,JAWA TIMUR,2019-02,THT-KL,PEREMPUAN,119.0,PASIEN,2019
990,1979990,35,JAWA TIMUR,2019-02,VCT,LAKI LAKI,1.0,PASIEN,2019
990,1980990,35,JAWA TIMUR,2019-02,VCT,PEREMPUAN,0.0,PASIEN,2019
991,1981991,35,JAWA TIMUR,2019-02,ASIH,LAKI LAKI,1.0,PASIEN,2019
991,1982991,35,JAWA TIMUR,2019-02,ASIH,PEREMPUAN,47.0,PASIEN,2019
992,1983992,35,JAWA TIMUR,2019-02,EKSEKUTIF ENDOSKOPI,LAKI LAKI,6.0,PASIEN,2019
992,1984992,35,JAWA TIMUR,2019-02,EKSEKUTIF ENDOSKOPI,PEREMPUAN,7.0,PASIEN,2019
993,1985993,35,JAWA TIMUR,2019-02,BEDAH ORTHOPEDI,LAKI LAKI,208.0,PASIEN,2019
993,1986993,35,JAWA TIMUR,2019-02,BEDAH ORTHOPEDI,PEREMPUAN,192.0,PASIEN,2019
994,1987994,35,JAWA TIMUR,2019-02,ANAK,LAKI LAKI,86.0,PASIEN,2019
994,1988994,35,JAWA TIMUR,2019-02,ANAK,PEREMPUAN,76.0,PASIEN,2019
995,1989995,35,JAWA TIMUR,2019-02,EKSEKUTIF REHAB MEDIK,LAKI LAKI,25.0,PASIEN,2019
995,1990995,35,JAWA TIMUR,2019-02,EKSEKUTIF REHAB MEDIK,PEREMPUAN,33.0,PASIEN,2019
996,1991996,35,JAWA TIMUR,2019-02,EKSEKUTIF MATA,LAKI LAKI,42.0,PASIEN,2019
996,1992996,35,JAWA TIMUR,2019-02,EKSEKUTIF MATA,PEREMPUAN,62.0,PASIEN,2019
997,1993997,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH SARAF,LAKI LAKI,18.0,PASIEN,2019
997,1994997,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH SARAF,PEREMPUAN,22.0,PASIEN,2019
998,1995998,35,JAWA TIMUR,2019-02,MATA,LAKI LAKI,136.0,PASIEN,2019
998,1996998,35,JAWA TIMUR,2019-02,MATA,PEREMPUAN,177.0,PASIEN,2019
999,1997999,35,JAWA TIMUR,2019-02,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,2.0,PASIEN,2019
999,1998999,35,JAWA TIMUR,2019-02,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,59.0,PASIEN,2019
1000,19991000,35,JAWA TIMUR,2019-02,GIGI & MULUT,LAKI LAKI,50.0,PASIEN,2019
1000,20001000,35,JAWA TIMUR,2019-02,GIGI & MULUT,PEREMPUAN,55.0,PASIEN,2019
1001,20011001,35,JAWA TIMUR,2019-02,EKSEKUTIF ANAK,LAKI LAKI,14.0,PASIEN,2019
1001,20021001,35,JAWA TIMUR,2019-02,EKSEKUTIF ANAK,PEREMPUAN,10.0,PASIEN,2019
1002,20031002,35,JAWA TIMUR,2019-02,BEDAH UROLOGI,LAKI LAKI,271.0,PASIEN,2019
1002,20041002,35,JAWA TIMUR,2019-02,BEDAH UROLOGI,PEREMPUAN,82.0,PASIEN,2019
1003,20051003,35,JAWA TIMUR,2019-02,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,139.0,PASIEN,2019
1003,20061003,35,JAWA TIMUR,2019-02,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,173.0,PASIEN,2019
1004,20071004,35,JAWA TIMUR,2019-02,KULIT & KELAMIN,LAKI LAKI,67.0,PASIEN,2019
1004,20081004,35,JAWA TIMUR,2019-02,KULIT & KELAMIN,PEREMPUAN,86.0,PASIEN,2019
1005,20091005,35,JAWA TIMUR,2019-02,REHAB MEDIK,LAKI LAKI,141.0,PASIEN,2019
1005,20101005,35,JAWA TIMUR,2019-02,REHAB MEDIK,PEREMPUAN,185.0,PASIEN,2019
1006,20111006,35,JAWA TIMUR,2019-02,BEDAH SYARAF,LAKI LAKI,63.0,PASIEN,2019
1006,20121006,35,JAWA TIMUR,2019-02,BEDAH SYARAF,PEREMPUAN,64.0,PASIEN,2019
1007,20131007,35,JAWA TIMUR,2019-02,PSIKIATRI/JIWA,LAKI LAKI,40.0,PASIEN,2019
1007,20141007,35,JAWA TIMUR,2019-02,PSIKIATRI/JIWA,PEREMPUAN,55.0,PASIEN,2019
1008,20151008,35,JAWA TIMUR,2019-02,EKSEKUTIF SARAF,LAKI LAKI,55.0,PASIEN,2019
1008,20161008,35,JAWA TIMUR,2019-02,EKSEKUTIF SARAF,PEREMPUAN,42.0,PASIEN,2019
1009,20171009,35,JAWA TIMUR,2019-02,KEBIDANAN/KANDUNGAN,LAKI LAKI,1.0,PASIEN,2019
1009,20181009,35,JAWA TIMUR,2019-02,KEBIDANAN/KANDUNGAN,PEREMPUAN,72.0,PASIEN,2019
1010,20191010,35,JAWA TIMUR,2019-02,BEDAH UMUM,LAKI LAKI,99.0,PASIEN,2019
1010,20201010,35,JAWA TIMUR,2019-02,BEDAH UMUM,PEREMPUAN,120.0,PASIEN,2019
1011,20211011,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,83.0,PASIEN,2019
1011,20221011,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,94.0,PASIEN,2019
1012,20231012,35,JAWA TIMUR,2019-02,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2019
1012,20241012,35,JAWA TIMUR,2019-02,KELUARGA BERENCANA,PEREMPUAN,9.0,PASIEN,2019
1013,20251013,35,JAWA TIMUR,2019-02,JANTUNG,LAKI LAKI,271.0,PASIEN,2019
1013,20261013,35,JAWA TIMUR,2019-02,JANTUNG,PEREMPUAN,271.0,PASIEN,2019
1014,20271014,35,JAWA TIMUR,2019-02,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,5.0,PASIEN,2019
1014,20281014,35,JAWA TIMUR,2019-02,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,4.0,PASIEN,2019
1015,20291015,35,JAWA TIMUR,2019-02,GENERAL CHECKUP,LAKI LAKI,54.0,PASIEN,2019
1015,20301015,35,JAWA TIMUR,2019-02,GENERAL CHECKUP,PEREMPUAN,47.0,PASIEN,2019
1016,20311016,35,JAWA TIMUR,2019-02,PARU,LAKI LAKI,86.0,PASIEN,2019
1016,20321016,35,JAWA TIMUR,2019-02,PARU,PEREMPUAN,97.0,PASIEN,2019
1017,20331017,35,JAWA TIMUR,2019-02,EKSEKUTIF THT,LAKI LAKI,16.0,PASIEN,2019
1017,20341017,35,JAWA TIMUR,2019-02,EKSEKUTIF THT,PEREMPUAN,18.0,PASIEN,2019
1018,20351018,35,JAWA TIMUR,2019-02,SYARAF,LAKI LAKI,154.0,PASIEN,2019
1018,20361018,35,JAWA TIMUR,2019-02,SYARAF,PEREMPUAN,208.0,PASIEN,2019
1019,20371019,35,JAWA TIMUR,2019-02,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,19.0,PASIEN,2019
1019,20381019,35,JAWA TIMUR,2019-02,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,31.0,PASIEN,2019
1020,20391020,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,48.0,PASIEN,2019
1020,20401020,35,JAWA TIMUR,2019-02,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,13.0,PASIEN,2019
1021,20411021,35,JAWA TIMUR,2019-02,INTERNE/PENY. DALAM,LAKI LAKI,271.0,PASIEN,2019
1021,20421021,35,JAWA TIMUR,2019-02,INTERNE/PENY. DALAM,PEREMPUAN,271.0,PASIEN,2019
1022,20431022,35,JAWA TIMUR,2019-02,EKSEKUTIF JANTUNG,LAKI LAKI,73.0,PASIEN,2019
1022,20441022,35,JAWA TIMUR,2019-02,EKSEKUTIF JANTUNG,PEREMPUAN,79.0,PASIEN,2019
1023,20451023,35,JAWA TIMUR,2019-02,EKSEKUTIF PARU,LAKI LAKI,8.0,PASIEN,2019
1023,20461023,35,JAWA TIMUR,2019-02,EKSEKUTIF PARU,PEREMPUAN,8.0,PASIEN,2019
1024,20471024,35,JAWA TIMUR,2019-03,GIZI,LAKI LAKI,8.0,PASIEN,2019
1024,20481024,35,JAWA TIMUR,2019-03,GIZI,PEREMPUAN,10.0,PASIEN,2019
1025,20491025,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH UMUM,LAKI LAKI,34.0,PASIEN,2019
1025,20501025,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH UMUM,PEREMPUAN,39.0,PASIEN,2019
1026,20511026,35,JAWA TIMUR,2019-03,EKSEKUTIF GIGI DAN MULUT,LAKI LAKI,7.0,PASIEN,2019
1026,20521026,35,JAWA TIMUR,2019-03,EKSEKUTIF GIGI DAN MULUT,PEREMPUAN,12.0,PASIEN,2019
1027,20531027,35,JAWA TIMUR,2019-03,PALIATIF NYERI,LAKI LAKI,0.0,PASIEN,2019
1027,20541027,35,JAWA TIMUR,2019-03,PALIATIF NYERI,PEREMPUAN,1.0,PASIEN,2019
1028,20551028,35,JAWA TIMUR,2019-03,THT-KL,LAKI LAKI,175.0,PASIEN,2019
1028,20561028,35,JAWA TIMUR,2019-03,THT-KL,PEREMPUAN,109.0,PASIEN,2019
1029,20571029,35,JAWA TIMUR,2019-03,VCT,LAKI LAKI,0.0,PASIEN,2019
1029,20581029,35,JAWA TIMUR,2019-03,VCT,PEREMPUAN,2.0,PASIEN,2019
1030,20591030,35,JAWA TIMUR,2019-03,ASIH,LAKI LAKI,2.0,PASIEN,2019
1030,20601030,35,JAWA TIMUR,2019-03,ASIH,PEREMPUAN,61.0,PASIEN,2019
1031,20611031,35,JAWA TIMUR,2019-03,EKSEKUTIF ENDOSKOPI,LAKI LAKI,2.0,PASIEN,2019
1031,20621031,35,JAWA TIMUR,2019-03,EKSEKUTIF ENDOSKOPI,PEREMPUAN,8.0,PASIEN,2019
1032,20631032,35,JAWA TIMUR,2019-03,BEDAH ORTHOPEDI,LAKI LAKI,198.0,PASIEN,2019
1032,20641032,35,JAWA TIMUR,2019-03,BEDAH ORTHOPEDI,PEREMPUAN,192.0,PASIEN,2019
1033,20651033,35,JAWA TIMUR,2019-03,ANAK,LAKI LAKI,80.0,PASIEN,2019
1033,20661033,35,JAWA TIMUR,2019-03,ANAK,PEREMPUAN,64.0,PASIEN,2019
1034,20671034,35,JAWA TIMUR,2019-03,EKSEKUTIF REHAB MEDIK,LAKI LAKI,18.0,PASIEN,2019
1034,20681034,35,JAWA TIMUR,2019-03,EKSEKUTIF REHAB MEDIK,PEREMPUAN,16.0,PASIEN,2019
1035,20691035,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH SARAF,LAKI LAKI,31.0,PASIEN,2019
1035,20701035,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH SARAF,PEREMPUAN,23.0,PASIEN,2019
1036,20711036,35,JAWA TIMUR,2019-03,EKSEKUTIF MATA,LAKI LAKI,37.0,PASIEN,2019
1036,20721036,35,JAWA TIMUR,2019-03,EKSEKUTIF MATA,PEREMPUAN,67.0,PASIEN,2019
1037,20731037,35,JAWA TIMUR,2019-03,MATA,LAKI LAKI,181.0,PASIEN,2019
1037,20741037,35,JAWA TIMUR,2019-03,MATA,PEREMPUAN,163.0,PASIEN,2019
1038,20751038,35,JAWA TIMUR,2019-03,EKSEKUTIF KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2019
1038,20761038,35,JAWA TIMUR,2019-03,EKSEKUTIF KEBIDANAN/KANDUNGAN,PEREMPUAN,59.0,PASIEN,2019
1039,20771039,35,JAWA TIMUR,2019-03,GIGI & MULUT,LAKI LAKI,53.0,PASIEN,2019
1039,20781039,35,JAWA TIMUR,2019-03,GIGI & MULUT,PEREMPUAN,51.0,PASIEN,2019
1040,20791040,35,JAWA TIMUR,2019-03,EKSEKUTIF ANAK,LAKI LAKI,16.0,PASIEN,2019
1040,20801040,35,JAWA TIMUR,2019-03,EKSEKUTIF ANAK,PEREMPUAN,14.0,PASIEN,2019
1041,20811041,35,JAWA TIMUR,2019-03,EKSEKUTIF INTERNE/PENYAKIT DALAM,LAKI LAKI,143.0,PASIEN,2019
1041,20821041,35,JAWA TIMUR,2019-03,EKSEKUTIF INTERNE/PENYAKIT DALAM,PEREMPUAN,171.0,PASIEN,2019
1042,20831042,35,JAWA TIMUR,2019-03,BEDAH UROLOGI,LAKI LAKI,271.0,PASIEN,2019
1042,20841042,35,JAWA TIMUR,2019-03,BEDAH UROLOGI,PEREMPUAN,104.0,PASIEN,2019
1043,20851043,35,JAWA TIMUR,2019-03,KULIT & KELAMIN,LAKI LAKI,68.0,PASIEN,2019
1043,20861043,35,JAWA TIMUR,2019-03,KULIT & KELAMIN,PEREMPUAN,101.0,PASIEN,2019
1044,20871044,35,JAWA TIMUR,2019-03,EKSEKUTIF SARAF,LAKI LAKI,51.0,PASIEN,2019
1044,20881044,35,JAWA TIMUR,2019-03,EKSEKUTIF SARAF,PEREMPUAN,46.0,PASIEN,2019
1045,20891045,35,JAWA TIMUR,2019-03,REHAB MEDIK,LAKI LAKI,154.0,PASIEN,2019
1045,20901045,35,JAWA TIMUR,2019-03,REHAB MEDIK,PEREMPUAN,160.0,PASIEN,2019
1046,20911046,35,JAWA TIMUR,2019-03,PSIKIATRI/JIWA,LAKI LAKI,35.0,PASIEN,2019
1046,20921046,35,JAWA TIMUR,2019-03,PSIKIATRI/JIWA,PEREMPUAN,65.0,PASIEN,2019
1047,20931047,35,JAWA TIMUR,2019-03,BEDAH SYARAF,LAKI LAKI,45.0,PASIEN,2019
1047,20941047,35,JAWA TIMUR,2019-03,BEDAH SYARAF,PEREMPUAN,63.0,PASIEN,2019
1048,20951048,35,JAWA TIMUR,2019-03,POLI SPESIALIS,LAKI LAKI,0.0,PASIEN,2019
1048,20961048,35,JAWA TIMUR,2019-03,POLI SPESIALIS,PEREMPUAN,1.0,PASIEN,2019
1049,20971049,35,JAWA TIMUR,2019-03,KEBIDANAN/KANDUNGAN,LAKI LAKI,0.0,PASIEN,2019
1049,20981049,35,JAWA TIMUR,2019-03,KEBIDANAN/KANDUNGAN,PEREMPUAN,70.0,PASIEN,2019
1050,20991050,35,JAWA TIMUR,2019-03,BEDAH UMUM,LAKI LAKI,89.0,PASIEN,2019
1050,21001050,35,JAWA TIMUR,2019-03,BEDAH UMUM,PEREMPUAN,126.0,PASIEN,2019
1051,21011051,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH ORTHOPEDI,LAKI LAKI,85.0,PASIEN,2019
1051,21021051,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH ORTHOPEDI,PEREMPUAN,86.0,PASIEN,2019
1052,21031052,35,JAWA TIMUR,2019-03,KELUARGA BERENCANA,LAKI LAKI,0.0,PASIEN,2019
1052,21041052,35,JAWA TIMUR,2019-03,KELUARGA BERENCANA,PEREMPUAN,13.0,PASIEN,2019
1053,21051053,35,JAWA TIMUR,2019-03,JANTUNG,LAKI LAKI,271.0,PASIEN,2019
1053,21061053,35,JAWA TIMUR,2019-03,JANTUNG,PEREMPUAN,271.0,PASIEN,2019
1054,21071054,35,JAWA TIMUR,2019-03,EKSEKUTIF PSIKIATRI / JIWA,LAKI LAKI,4.0,PASIEN,2019
1054,21081054,35,JAWA TIMUR,2019-03,EKSEKUTIF PSIKIATRI / JIWA,PEREMPUAN,1.0,PASIEN,2019
1055,21091055,35,JAWA TIMUR,2019-03,GENERAL CHECKUP,LAKI LAKI,229.0,PASIEN,2019
1055,21101055,35,JAWA TIMUR,2019-03,GENERAL CHECKUP,PEREMPUAN,134.0,PASIEN,2019
1056,21111056,35,JAWA TIMUR,2019-03,SYARAF,LAKI LAKI,160.0,PASIEN,2019
1056,21121056,35,JAWA TIMUR,2019-03,SYARAF,PEREMPUAN,217.0,PASIEN,2019
1057,21131057,35,JAWA TIMUR,2019-03,EKSEKUTIF THT,LAKI LAKI,9.0,PASIEN,2019
1057,21141057,35,JAWA TIMUR,2019-03,EKSEKUTIF THT,PEREMPUAN,19.0,PASIEN,2019
1058,21151058,35,JAWA TIMUR,2019-03,PARU,LAKI LAKI,104.0,PASIEN,2019
1058,21161058,35,JAWA TIMUR,2019-03,PARU,PEREMPUAN,88.0,PASIEN,2019
1059,21171059,35,JAWA TIMUR,2019-03,EKSEKUTIF KULIT DAN KELAMIN,LAKI LAKI,21.0,PASIEN,2019
1059,21181059,35,JAWA TIMUR,2019-03,EKSEKUTIF KULIT DAN KELAMIN,PEREMPUAN,41.0,PASIEN,2019
1060,21191060,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH UROLOGI,LAKI LAKI,43.0,PASIEN,2019
1060,21201060,35,JAWA TIMUR,2019-03,EKSEKUTIF BEDAH UROLOGI,PEREMPUAN,18.0,PASIEN,2019
